Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s)
14.6,13.39112734,0,0,0,0.14,6.2
13.9,13.0167974,0,0,0,0.14,6.2
13.9,12.99637532,0,0,0,0.14,5.9
13.9,13.19184466,0,0,0,0.14,5.5
13.9,12.60106519,0,0,0,0.14,5.2
14.1,12.24659408,0,0,0,0.14,4.8
14.2,12.62029983,0,0,0,0.14,4.5
14.4,12.84298974,0,0,0,0.14,4.1
14.2,12.84298974,0,0,0,0.14,4.1
14.1,12.84298974,1,21,21,0.14,4.1
13.9,12.84328099,2,106,106,0.14,4.1
15.2,12.84345356,321,156,305,0.14,3.6
16.5,13.06563448,480,199,505,0.14,3.1
17.8,13.19255988,729,157,726,0.14,2.6
20.8,13.44937647,756,164,834,0.14,3.8
23.7,13.82712019,864,161,980,0.14,5
26.7,14.23194443,856,162,985,0.14,6.2
25,14.64121242,848,158,942,0.14,7.4
23.4,14.78634494,823,149,839,0.14,8.6
21.7,14.78634494,781,133,689,0.14,9.8
20,14.54240902,709,111,504,0.14,8.9
18.4,14.12309908,576,82,296,0.14,8.1
16.7,13.73590642,315,50,107,0.14,7.2
15.9,13.1405375,19,13,15,0.14,6.5
15.2,12.84328099,0,0,0,0.14,5.9
14.4,12.84345356,0,0,0,0.14,5.2
13.9,12.84345356,0,0,0,0.14,4.5
13.3,12.59811302,0,0,0,0.14,3.8
12.8,12.444928,0,0,0,0.14,3.1
12.6,12.44478752,0,0,0,0.14,2.8
12.4,12.44470243,0,0,0,0.14,2.4
12.2,12.44470243,0,0,0,0.14,2.1
13.3,12.44470243,0,0,0,0.14,2.4
14.5,12.44470243,137,27,40,0.14,2.8
15.6,12.69762317,493,61,197,0.14,3.1
16.9,12.84345356,673,89,401,0.14,3.4
18.1,12.84345356,769,113,602,0.14,3.8
19.4,12.84345356,825,130,773,0.14,4.1
20,13.32931128,857,142,901,0.14,5.5
20.5,14.47054713,875,147,976,0.14,6.8
21.1,14.98672436,877,149,991,0.14,8.2
20.4,14.8692002,868,145,947,0.14,8.7
19.6,15.0987783,846,137,846,0.14,9.3
18.9,14.72586282,803,122,695,0.14,9.8
17.8,14.38889846,728,102,505,0.14,8.9
16.7,13.82823245,601,76,299,0.14,8.1
15.6,13.21513744,346,47,109,0.14,7.2
14.8,12.81187752,25,12,15,0.14,6.9
14.1,12.40658581,0,0,0,0.14,6.5
13.3,12.61918596,0,0,0,0.14,6.2
13.1,12.46996114,0,0,0,0.14,4.8
13,12.61918596,0,0,0,0.14,3.5
12.8,12.84177298,0,0,0,0.14,2.1
12.4,12.46934079,0,0,0,0.14,1.9
12.1,12.61862914,0,0,0,0.14,1.7
11.7,12.23885053,0,0,0,0.14,1.5
12.8,11.87720007,0,0,0,0.14,1.5
13.9,11.87749022,52,25,30,0.14,1.5
15,11.87766674,311,77,162,0.14,1.5
16.5,11.87766674,515,128,366,0.14,2
17.9,11.87766674,669,154,578,0.14,2.6
19.4,11.87766674,735,179,751,0.14,3.1
20.5,12.11126571,776,195,882,0.14,3.6
21.7,12.24516192,800,204,962,0.14,4.1
22.8,12.75839134,806,206,979,0.14,4.6
22.6,12.81125335,790,200,930,0.14,3.9
22.4,12.40578322,762,188,827,0.14,3.3
22.2,12.51056514,715,168,677,0.14,2.6
20.5,12.40498236,628,139,485,0.14,3.5
18.9,12.13162036,478,100,278,0.14,4.3
17.2,11.9483716,217,57,96,0.14,5.2
16.1,11.87673166,5,12,12,0.14,4.7
15,11.87673166,0,0,0,0.14,4.1
13.9,11.87644372,0,0,0,0.14,3.6
13.7,11.87626887,0,0,0,0.14,3.3
13.5,12.10898854,0,0,0,0.14,2.9
13.3,12.24228952,0,0,0,0.14,2.6
13.3,12.24183933,0,0,0,0.14,2.2
13.3,12.24156996,0,0,0,0.14,1.9
13.3,12.24156996,0,0,0,0.14,1.5
13.7,12.01626319,0,0,0,0.14,1.7
14,12.10793848,0,26,26,0.14,1.9
14.4,12.24156996,2,67,68,0.14,2.1
15.3,12.24156996,99,197,243,0.14,2.9
16.3,12.50824267,217,291,428,0.14,3.8
17.2,12.90192644,364,314,597,0.14,4.6
18.7,13.03963277,495,332,770,0.14,5.8
20.2,13.58567901,590,325,884,0.14,7
21.7,13.64169398,629,292,895,0.14,8.2
20.9,13.74396653,640,297,887,0.14,8.4
20.2,13.64169398,602,279,783,0.14,8.6
19.4,13.48525571,412,285,578,0.14,8.8
18.3,13.20886899,329,215,396,0.14,8.4
17.2,12.46911171,195,137,209,0.14,8.1
16.1,11.88473089,24,46,50,0.14,7.7
15.5,12.05173612,0,9,9,0.14,6.9
15,12.24201922,0,0,0,0.14,6
14.4,12.24228952,0,0,0,0.14,5.2
14,12.24228952,0,0,0,0.14,4.3
13.7,12.24228952,0,0,0,0.14,3.5
13.3,12.24228952,0,0,0,0.14,2.6
13.5,12.24228952,0,0,0,0.14,2.8
13.7,12.24228952,0,0,0,0.14,2.9
13.9,12.017156,0,0,0,0.14,3.1
14.6,11.87580402,0,0,0,0.14,2.9
15.4,11.87609403,12,26,27,0.14,2.8
16.1,12.10939866,137,102,139,0.14,2.6
17,12.24345899,193,164,252,0.14,3.8
18,12.24372971,112,205,276,0.14,5
18.9,12.51026172,67,218,270,0.14,6.2
19.3,12.66543952,318,371,652,0.14,6.5
19.6,12.90519414,750,218,927,0.14,6.9
20,13.04317267,619,220,814,0.14,7.2
19.6,13.04317267,724,209,876,0.14,6.7
19.3,13.38844853,651,230,774,0.14,6.2
18.9,13.25066947,590,202,621,0.14,5.7
18,13.04243435,511,173,454,0.14,5
17,12.81044599,287,143,249,0.14,4.3
16.1,12.40530065,38,50,57,0.14,3.6
15.9,12.24372971,1,6,7,0.14,3.9
15.8,12.24417676,0,0,0,0.14,4.3
15.6,12.24399846,0,0,0,0.14,4.6
15.4,12.24372971,0,0,0,0.14,3.6
15.2,12.24372971,0,0,0,0.14,2.5
15,12.24372971,0,0,0,0.14,1.5
15,12.24372971,0,0,0,0.14,1.9
15,12.24372971,0,0,0,0.14,2.2
15,12.01827219,0,0,0,0.14,2.6
15.2,11.87673166,0,0,0,0.14,2.6
15.4,12.11043013,4,26,26,0.14,2.6
15.6,12.24444292,73,90,109,0.14,2.6
16,12.75805162,5,142,144,0.14,3.5
16.3,13.04434802,53,260,293,0.14,4.3
16.7,13.32708747,37,240,269,0.14,5.2
17.4,13.75150966,159,353,494,0.14,4.7
18.2,14.63194887,495,367,835,0.14,4.1
18.9,15.54755456,420,258,661,0.14,3.6
19.3,15.60565068,626,284,860,0.14,5.1
19.6,15.04615757,686,203,776,0.14,6.7
20,14.53950802,686,130,617,0.14,8.2
18.5,13.82823245,631,116,462,0.14,7.5
17.1,13.21513744,489,91,270,0.14,6.9
15.6,13.04434802,244,51,94,0.14,6.2
15.2,12.55859482,4,9,9,0.14,5.9
14.8,12.24516192,0,0,0,0.14,5.5
14.4,12.24516192,0,0,0,0.14,5.2
14,12.24516192,0,0,0,0.14,5.4
13.7,12.24516192,0,0,0,0.14,5.5
13.3,12.24471483,0,0,0,0.14,5.7
13.1,12.24444292,0,0,0,0.14,5.2
13,12.24444292,0,0,0,0.14,4.6
12.8,12.24444292,0,0,0,0.14,4.1
12.6,11.41902876,0,0,0,0.14,4.5
12.4,11.51583634,1,17,17,0.14,4.8
12.2,12.70507742,17,46,50,0.14,5.2
12.6,13.44681486,3,138,139,0.14,5.5
12.9,13.59523206,8,261,266,0.14,5.9
13.3,13.82386541,3,224,226,0.14,6.2
14.4,14.46177637,1,321,322,0.14,6.7
15.6,15.19353474,141,445,578,0.14,7.2
16.7,15.70652188,99,405,499,0.14,7.7
16.5,15.60354707,262,324,565,0.14,7.9
16.3,15.44649373,108,418,508,0.14,8
16.1,14.81374402,238,290,459,0.14,8.2
15.5,14.11858479,149,242,323,0.14,7.5
15,13.73242117,135,142,191,0.14,6.9
14.4,13.34481274,59,57,67,0.14,6.2
14,12.97612776,1,6,6,0.14,5.9
13.7,12.84159632,0,0,0,0.14,5.5
13.3,12.84159632,0,0,0,0.14,5.2
13.1,12.84159632,0,0,0,0.14,5.4
13,12.84159632,0,0,0,0.14,5.5
12.8,12.84159632,0,0,0,0.14,5.7
12.8,12.84159632,0,0,0,0.14,5.2
12.8,12.84130996,0,0,0,0.14,4.6
12.8,12.84113595,0,0,0,0.14,4.1
12.8,12.84113595,0,0,0,0.14,4.5
12.8,12.84142506,0,18,18,0.14,4.8
12.8,12.84159632,4,46,47,0.14,5.2
13.9,12.84159632,67,165,195,0.14,5.7
15,13.06315271,34,187,208,0.14,6.2
16.1,13.44596093,165,273,400,0.14,6.7
16.7,13.82347546,562,314,809,0.14,7
17.2,13.7338548,678,260,899,0.14,7.4
17.8,13.59523206,777,221,964,0.14,7.7
17.6,13.59464311,764,216,918,0.14,8.4
17.4,13.82278267,741,202,820,0.14,9.1
17.2,13.73282882,692,180,669,0.14,9.8
16.7,13.59370353,600,147,476,0.14,9.1
16.1,13.59335001,442,105,266,0.14,8.4
15.6,13.34400886,179,57,88,0.14,7.7
14.8,12.97556949,2,10,10,0.14,7.4
14.1,12.46912546,0,0,0,0.14,7
13.3,12.61862914,0,0,0,0.14,6.7
13.1,12.84159632,0,0,0,0.14,7
13,12.84130996,0,0,0,0.14,7.4
12.8,12.84113595,0,0,0,0.14,7.7
12.6,12.84113595,0,0,0,0.14,7.5
12.4,12.84113595,0,0,0,0.14,7.4
12.2,12.84113595,0,0,0,0.14,7.2
12.8,12.84113595,0,0,0,0.14,7.2
13.3,12.84113595,2,17,17,0.14,7.2
13.9,12.23867587,0,54,55,0.14,7.2
14.8,12.47994959,154,180,250,0.14,7
15.8,12.46974686,552,167,512,0.14,6.9
16.7,12.61918596,735,142,709,0.14,6.7
17.4,12.99279264,818,116,835,0.14,7.4
18.2,13.61367491,758,147,860,0.14,8.1
18.9,13.95527451,897,123,980,0.14,8.8
18.7,13.92933272,898,120,945,0.14,10
18.5,14.20674834,857,113,827,0.14,11.2
18.3,14.11983813,834,101,690,0.14,12.4
17.4,13.95410432,764,84,501,0.14,11.2
16.5,13.73282882,648,62,298,0.14,10
15.6,13.0139779,399,39,107,0.14,8.8
15,12.78468829,35,10,14,0.14,9
14.5,12.46934079,0,0,0,0.14,9.1
13.9,12.61862914,0,0,0,0.14,9.3
13.3,12.84188919,0,0,0,0.14,7.9
12.8,12.84206118,0,0,0,0.14,6.6
12.2,12.84206118,0,0,0,0.14,5.2
12.6,12.84206118,0,0,0,0.14,4.5
12.9,12.46955221,0,0,0,0.14,3.8
13.3,12.01883387,0,0,0,0.14,3.1
13.7,12.11105199,0,0,0,0.14,5
14,12.01939192,162,23,38,0.14,6.9
14.4,11.87795576,550,50,193,0.14,8.8
14.8,11.87813166,727,73,400,0.14,8.3
15.2,12.11188679,818,93,603,0.14,7.7
15.6,12.51283312,869,107,776,0.14,7.2
16.3,12.90736638,898,117,905,0.14,7.4
17.1,13.32838676,913,122,981,0.14,7.5
17.8,13.49352201,914,123,995,0.14,7.7
17.6,13.75205845,907,120,951,0.14,7.7
17.4,14.20674834,884,113,849,0.14,7.7
17.2,14.08522526,844,101,697,0.14,7.7
16.5,13.94178612,778,84,508,0.14,7.2
15.7,13.95410432,656,63,300,0.14,6.7
15,13.73282882,400,39,107,0.14,6.2
14.4,13.0139779,32,10,13,0.14,5.7
13.9,12.78468829,0,0,0,0.14,5.1
13.3,12.84159632,0,0,0,0.14,4.6
13.1,12.84159632,0,0,0,0.14,3.6
13,12.46934079,0,0,0,0.14,2.5
12.8,12.24444292,0,0,0,0.14,1.5
12.2,12.24444292,0,0,0,0.14,1.9
11.7,12.24399846,0,0,0,0.14,2.2
11.1,12.61806954,0,0,0,0.14,2.6
12,12.84113595,0,0,0,0.14,1.7
13,12.84142506,156,23,39,0.14,0.9
13.9,12.84159632,540,51,190,0.14,0
15.4,13.06315271,722,74,397,0.14,1
16.8,13.44596093,815,94,601,0.14,2.1
18.3,14.10276838,868,109,776,0.14,3.1
20.3,14.63670657,899,119,907,0.14,3.8
22.4,15.20943293,914,124,982,0.14,4.5
24.4,15.79060786,917,125,999,0.14,5.2
23.3,15.91509772,911,122,957,0.14,6.4
22.2,15.8525593,890,115,854,0.14,7.6
21.1,15.59722441,849,103,700,0.14,8.8
19.8,15.03915227,769,88,506,0.14,7.8
18.5,14.27240628,582,69,279,0.14,6.7
17.2,13.72973859,324,44,98,0.14,5.7
16.5,13.13706927,22,7,9,0.14,5
15.7,12.59623,0,0,0,0.14,4.3
15,12.44357216,0,0,0,0.14,3.6
14.6,12.44357216,0,0,0,0.14,4.1
14.3,12.44357216,0,0,0,0.14,4.7
13.9,12.44357216,0,0,0,0.14,5.2
13.9,12.50964788,0,0,0,0.14,4.7
13.9,12.61094824,0,0,0,0.14,4.1
13.9,12.64885654,0,0,0,0.14,3.6
14.1,12.76890613,0,0,0,0.14,3.4
14.2,12.23791906,51,21,26,0.14,3.3
14.4,12.47902,268,77,146,0.14,3.1
15.7,12.84067263,385,130,302,0.14,3.6
17,13.06190905,499,139,448,0.14,4.1
18.3,13.67944311,785,119,721,0.14,4.6
19.4,13.95174667,840,122,856,0.14,5.6
20.6,14.22414792,809,146,905,0.14,6.7
21.7,14.63218766,844,122,925,0.14,7.7
21.1,14.77585031,831,117,877,0.14,8.1
20.6,15.09007409,855,124,833,0.14,8.4
20,15.27697641,813,111,682,0.14,8.8
18.9,15.09364322,730,92,487,0.14,9
17.8,14.69325947,614,68,288,0.14,9.1
16.7,14.27987804,352,41,99,0.14,9.3
15.9,13.70621458,22,9,12,0.14,7.9
15.2,13.06042463,0,0,0,0.14,6.6
14.4,12.59559988,0,0,0,0.14,5.2
14,13.0572576,0,0,0,0.14,5
13.7,13.06042463,0,0,0,0.14,4.8
13.3,13.20692632,0,0,0,0.14,4.6
12.9,13.06017261,0,0,0,0.14,4.6
12.6,12.83927161,0,0,0,0.14,4.6
12.2,12.59528492,0,0,0,0.14,4.6
12.4,12.44303394,0,0,0,0.14,3.9
12.6,12.69475343,17,21,23,0.14,3.3
12.8,12.83973692,7,64,66,0.14,2.6
14.5,13.44249839,307,179,315,0.14,3.6
16.1,14.26604094,647,143,543,0.14,4.7
17.8,14.80921421,857,111,766,0.14,5.7
18.9,15.1696091,888,120,897,0.14,6
20,15.73796611,900,126,970,0.14,6.4
21.1,15.99224462,902,127,984,0.14,6.7
20.4,15.99156861,899,124,945,0.14,7.9
19.6,16.33263142,876,116,842,0.14,9.1
18.9,16.31227048,840,104,693,0.14,10.3
17.6,16.00163616,768,86,501,0.14,9.4
16.3,15.61614124,603,59,274,0.14,8.6
15,14.86601848,340,40,96,0.14,7.7
14.3,14.27987804,20,8,10,0.14,7
13.5,13.93065814,0,0,0,0.14,6.4
12.8,13.57115376,0,0,0,0.14,5.7
12.8,13.425518,0,0,0,0.14,5.5
12.8,13.66594794,0,0,0,0.14,5.4
12.8,13.80387091,0,0,0,0.14,5.2
12.6,13.80369436,0,0,0,0.14,5
12.4,13.80369436,0,0,0,0.14,4.8
12.2,13.80369436,0,0,0,0.14,4.6
12.9,13.57132938,0,0,0,0.14,3.9
13.7,13.42574369,184,20,38,0.14,3.3
14.4,13.6663243,581,43,189,0.14,2.6
15.9,14.01382781,742,63,391,0.14,2.9
17.4,14.37827705,839,80,598,0.14,3.3
18.9,14.81026988,882,93,766,0.14,3.6
20.2,15.17089223,918,101,903,0.14,4.5
21.5,15.27921299,932,106,979,0.14,5.3
22.8,15.51900058,934,107,994,0.14,6.2
21.9,15.87201036,926,104,950,0.14,7.2
20.9,16.11521262,908,98,850,0.14,8.3
20,15.61401069,871,88,697,0.14,9.3
18.1,15.27783668,810,73,509,0.14,9.5
16.3,15.09486215,689,54,298,0.14,9.6
14.4,14.6942716,436,34,104,0.14,9.8
13.9,14.28116268,40,8,12,0.14,8.3
13.3,13.93177731,0,0,0,0.14,6.7
12.8,14.01382781,0,0,0,0.14,5.2
12.6,14.13282604,0,0,0,0.14,4.7
12.4,13.93177731,0,0,0,0.14,4.1
12.2,13.80462403,0,0,0,0.14,3.6
12,13.80462403,0,0,0,0.14,3.6
11.9,13.80462403,0,0,0,0.14,3.6
11.7,13.57178164,0,0,0,0.14,3.6
12.6,13.42597266,0,0,0,0.14,2.7
13.5,13.42611386,12,21,22,0.14,1.9
14.4,13.66681694,5,88,89,0.14,1
15.7,14.01444901,115,170,221,0.14,1.9
17,14.13354895,599,146,515,0.14,2.7
18.3,14.67572576,787,136,736,0.14,3.6
19.8,14.98110656,837,149,878,0.14,3.9
21.3,15.17217104,760,166,877,0.14,4.3
22.8,15.28058505,801,160,920,0.14,4.6
21.5,15.27972566,785,164,879,0.14,6.3
20.2,15.27921299,799,154,814,0.14,8.1
18.9,15.27921299,748,137,660,0.14,9.8
17.4,15.09608315,681,113,478,0.14,9.5
15.9,14.46296691,493,79,253,0.14,9.1
14.4,13.54201949,232,46,83,0.14,8.8
13.9,12.97478217,8,5,6,0.14,7.9
13.3,12.84067263,0,0,0,0.14,7.1
12.8,12.84067263,0,0,0,0.14,6.2
12.8,13.20755822,0,0,0,0.14,5.3
12.8,13.06117698,0,0,0,0.14,4.5
12.8,12.84067263,0,0,0,0.14,3.6
12.8,13.20755822,0,0,0,0.14,3.3
12.8,13.06117698,0,0,0,0.14,2.9
12.8,12.84067263,0,0,0,0.14,2.6
13.5,12.84095986,0,0,0,0.14,2.2
14.3,12.84113595,20,20,22,0.14,1.9
15,12.59654338,254,74,137,0.14,1.5
16.5,12.69612874,473,120,327,0.14,1.9
17.9,13.06315271,579,163,518,0.14,2.2
19.4,13.68144698,696,191,721,0.14,2.6
20.3,13.95410432,731,214,849,0.14,4
21.3,14.22757957,721,203,876,0.14,5.3
22.2,14.38701029,701,224,887,0.14,6.7
21.3,14.38701029,689,221,848,0.14,7.6
20.3,14.38615058,674,224,779,0.14,8.4
19.4,14.11810197,513,245,602,0.14,9.3
18.9,13.73179955,515,154,430,0.14,8.1
18.3,13.34400886,394,101,239,0.14,6.9
17.8,12.59819837,140,54,76,0.14,5.7
16.7,12.01827219,1,7,7,0.14,5.7
15.5,11.8770248,0,0,0,0.14,5.7
14.4,12.23232631,0,0,0,0.14,5.7
14,12.09062008,0,0,0,0.14,5.2
13.7,11.87720007,0,0,0,0.14,4.6
13.3,11.87720007,0,0,0,0.14,4.1
13.3,12.47994959,0,0,0,0.14,4.5
13.3,12.84159632,0,0,0,0.14,4.8
13.3,12.84159632,0,0,0,0.14,5.2
13.7,12.84159632,0,0,0,0.14,5.4
14,12.84188919,6,23,24,0.14,5.5
14.4,12.84206118,37,94,103,0.14,5.7
15,13.06418291,55,128,152,0.14,5.7
15.5,13.44767104,279,252,422,0.14,5.7
16.1,13.82495062,64,230,279,0.14,5.7
16.7,14.48611322,41,282,318,0.14,7.2
17.2,15.00846383,332,396,706,0.14,8.8
17.8,15.33533398,687,212,862,0.14,10.3
17.6,15.79554413,635,256,832,0.14,10.3
17.4,15.46062828,789,137,787,0.14,10.3
17.2,15.33338598,758,96,622,0.14,10.3
16.3,15.04334973,645,108,452,0.14,10
15.3,14.53660699,220,110,186,0.14,9.6
14.4,14.11810197,257,48,87,0.14,9.3
14,13.73242117,13,5,7,0.14,8.6
13.7,13.59428892,0,0,0,0.14,7.9
13.3,13.59428892,0,0,0,0.14,7.2
13.1,13.13862228,0,0,0,0.14,6.3
13,12.84159632,0,0,0,0.14,5.5
12.8,12.84159632,0,0,0,0.14,4.6
12.8,12.84159632,0,0,0,0.14,4.1
12.8,12.84159632,0,0,0,0.14,3.6
12.8,12.84159632,0,0,0,0.14,3.1
13.3,12.84159632,0,0,0,0.14,2.6
13.9,12.46974686,1,17,18,0.14,2
14.4,12.24516192,2,50,50,0.14,1.5
15.9,12.75905067,107,182,228,0.14,1.9
17.4,13.04552117,447,213,486,0.14,2.2
18.9,13.32838676,573,257,691,0.14,2.6
20,13.49352201,665,223,799,0.14,3.8
21.1,13.75205845,573,278,812,0.14,5
22.2,13.90327441,680,253,895,0.14,6.2
21.8,13.90386982,712,232,878,0.14,7.2
21.5,13.64953778,622,244,756,0.14,8.3
21.1,13.49214813,542,191,567,0.14,9.3
19.6,13.49214813,470,163,413,0.14,8.8
18.2,13.21513744,319,106,217,0.14,8.2
16.7,13.04434802,82,47,60,0.14,7.7
16.3,12.81125335,0,3,3,0.14,6.9
16,12.40626738,0,0,0,0.14,6
15.6,12.61918596,0,0,0,0.14,5.2
15.4,12.84177298,0,0,0,0.14,3.5
15.2,12.46974686,0,0,0,0.14,1.7
15,13.21899031,0,0,0,0.14,0
14.8,13.80619172,0,0,0,0.14,1
14.6,13.572902,0,0,0,0.14,2.1
14.4,13.42687772,0,0,0,0.14,3.1
15,14.04102973,0,0,0,0.14,4
15.5,14.63929704,14,24,25,0.14,4.8
16.1,14.77124177,286,77,146,0.14,5.7
17,14.96952946,354,152,305,0.14,5.7
18,15.08176742,655,150,548,0.14,5.7
18.9,15.31751792,572,168,600,0.14,5.7
19.8,15.45335346,731,174,807,0.14,5.9
20.8,15.45335346,650,218,821,0.14,6
21.7,15.60731267,813,186,953,0.14,6.2
21.1,15.43013565,797,181,903,0.14,6.4
20.6,15.28470133,641,228,753,0.14,6.5
20,14.97099459,676,154,622,0.14,6.7
19.1,14.91633506,635,119,456,0.14,5.7
18.1,14.69830721,473,88,250,0.14,4.6
17.2,13.94248679,191,47,76,0.14,3.6
16.7,13.34481274,2,5,6,0.14,3.6
16.1,12.97612776,0,0,0,0.14,3.6
15.6,12.84159632,0,0,0,0.14,3.6
15.8,12.84159632,0,0,0,0.14,3.9
15.9,12.84159632,0,0,0,0.14,4.3
16.1,12.84130996,0,0,0,0.14,4.6
15.9,12.84113595,0,0,0,0.14,4.8
15.8,12.84113595,0,0,0,0.14,5
15.6,12.84084402,0,0,0,0.14,5.2
15.6,12.84095986,0,0,0,0.14,4.3
15.6,12.84113595,1,18,18,0.14,3.5
15.6,12.84113595,3,56,56,0.14,2.6
16.1,13.06293972,1,149,149,0.14,3.5
16.7,13.48509444,7,214,218,0.14,4.3
17.2,13.95773538,0,292,292,0.14,5.2
17.8,14.67766184,1,317,318,0.14,5.5
18.3,15.42099509,1,398,399,0.14,5.9
18.9,15.87435592,2,398,400,0.14,6.2
19.3,15.99697833,44,349,389,0.14,6.7
19.6,15.99697833,295,311,552,0.14,7.2
20,15.78934406,81,299,355,0.14,7.7
18.9,15.24951433,79,210,252,0.14,7.2
17.8,14.69629114,24,78,86,0.14,6.7
16.7,13.69453836,4,20,21,0.14,6.2
16.3,12.97556949,0,3,3,0.14,5.7
16,12.59672139,0,0,0,0.14,5.1
15.9,12.68967674,0,0,0,0.14,4.8
15.7,13.14414249,0,0,0,0.14,4.5
15.6,13.20704713,0,0,0,0.14,4.2
15.4,13.37231508,0,0,0,0.14,4
15.3,14.13615255,0,0,0,0.14,3.7
15.1,14.43333952,0,0,0,0.14,3.4
15,15.01417448,0,0,0,0.14,3.1
15,15.00462939,0,0,0,0.14,6.2
15.6,14.96870109,8,19,20,0.14,4.6
16.1,15.49128511,18,49,54,0.14,6.2
16.7,15.73550963,50,120,141,0.14,6.7
17.8,15.73550963,91,287,342,0.14,4.1
18.9,15.99161892,454,264,606,0.14,5.7
20,16.73260541,439,265,644,0.14,7.7
20,16.92569741,496,300,761,0.14,9.3
20,17.38434186,620,279,863,0.14,9.8
19.4,17.54600234,574,278,797,0.14,10.3
19.4,17.04523116,471,287,672,0.14,12.4
18.9,16.61933391,485,182,516,0.14,12.4
18.9,16.49779426,517,131,403,0.14,9.8
17.8,15.84216876,450,92,246,0.14,9.8
16.7,15.22144134,162,48,72,0.14,10.8
16.1,14.88972016,1,5,6,0.14,9.3
15.6,14.76985722,0,0,0,0.14,8.2
15,14.77003052,0,0,0,0.14,5.7
14.4,15.15969164,0,0,0,0.14,5.7
14.4,15.39176627,0,0,0,0.14,0
13.9,15.39162938,0,0,0,0.14,1.5
13.3,15.39154747,0,0,0,0.14,0
13.3,15.39154747,0,0,0,0.14,0
12.8,15.39154747,0,0,0,0.14,0
14.4,15.39154747,0,0,0,0.14,0
13.9,15.15053203,11,23,24,0.14,0
16.7,15.24841959,237,77,133,0.14,0
18.9,15.39168408,460,130,327,0.14,2.1
21.1,15.39176627,592,174,532,0.14,0
22.2,15.60998042,671,206,712,0.14,2.1
25.6,15.56692478,720,227,848,0.14,2.1
26.7,15.73238276,744,238,928,0.14,2.6
29.4,16.07604604,751,240,946,0.14,5.2
27.8,16.40750578,736,234,900,0.14,9.3
28.3,16.53967377,705,218,794,0.14,9.3
25.6,16.15065399,647,192,637,0.14,11.3
23.3,16.07431053,545,155,441,0.14,10.3
22.2,15.73481031,374,106,233,0.14,9.3
18.3,15.03927114,103,51,65,0.14,7.7
16.7,14.96684515,0,4,4,0.14,7.2
16.1,14.88972016,0,0,0,0.14,3.6
16.1,14.96705779,0,0,0,0.14,2.6
15.6,15.07891502,0,0,0,0.14,0
15,15.07891502,0,0,0,0.14,0
15,15.0784648,0,0,0,0.14,0
14.4,15.07864449,0,0,0,0.14,3.1
14.4,15.07891502,0,0,0,0.14,2.6
13.9,15.07891502,0,0,0,0.14,2.6
14.4,15.07891502,0,0,0,0.14,0
15.6,15.07891502,112,19,30,0.14,0
18.9,15.0793602,519,46,167,0.14,0
22.2,15.08007249,717,69,374,0.14,0
22.8,15.08033768,815,89,580,0.14,2.1
23.3,15.31581953,869,104,757,0.14,3.1
25.6,15.35550381,902,113,891,0.14,5.2
26.1,15.52500542,917,118,967,0.14,7.2
26.7,15.98805862,921,119,985,0.14,7.2
26.1,16.07753532,911,117,938,0.14,10.3
27.2,16.00237172,891,109,835,0.14,8.8
25.6,16.00237172,851,97,681,0.14,8.8
21.1,15.39639353,781,80,488,0.14,9.8
18.3,14.34026611,645,58,276,0.14,8.2
16.7,13.7338548,352,34,84,0.14,8.2
15.6,13.59581809,15,5,7,0.14,6.7
14.4,13.34641149,0,0,0,0.14,6.7
14.4,12.86471258,0,0,0,0.14,4.1
13.9,12.40738463,0,0,0,0.14,4.1
13.9,12.61974599,0,0,0,0.14,4.1
13.9,12.84253049,0,0,0,0.14,3.1
13.9,12.84253049,0,0,0,0.14,3.1
13.3,12.84253049,0,0,0,0.14,2.1
13.3,12.84253049,0,0,0,0.14,2.1
13.3,12.47058311,0,0,0,0.14,0
12.8,12.24632818,112,18,29,0.14,0
14.4,12.24659408,277,62,125,0.14,0
16.7,12.51423857,505,110,324,0.14,0
18.3,12.66955379,815,82,571,0.14,3.1
19.4,12.90953926,874,95,751,0.14,3.1
20,13.33098394,903,104,881,0.14,4.1
21.1,13.49626992,911,109,951,0.14,3.1
23.3,13.75601971,917,110,970,0.14,7.2
21.7,13.90604336,908,107,925,0.14,9.8
21.1,14.20964852,895,101,829,0.14,7.7
21.1,14.39113136,855,90,674,0.14,9.3
20,14.12233328,787,74,483,0.14,8.2
18.9,13.73488137,660,54,274,0.14,6.2
17.2,13.59617193,372,32,84,0.14,6.7
16.7,13.59617193,17,4,6,0.14,4.6
16.1,13.13989897,0,0,0,0.14,5.2
15.6,12.84253049,0,0,0,0.14,5.2
15,12.23948943,0,0,0,0.14,4.1
15,11.87766674,0,0,0,0.14,5.2
15,12.23264044,0,0,0,0.14,1.5
13.9,13.05839096,0,0,0,0.14,2.6
14.4,12.81259441,0,0,0,0.14,5.2
13.9,12.09062008,0,0,0,0.14,5.7
13.9,13.08270481,0,0,0,0.14,4.1
13.9,13.80630862,126,18,30,0.14,3.1
15.6,13.68373783,544,41,166,0.14,5.7
16.1,14.17556154,584,87,333,0.14,6.2
