Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s)
17.8,14.81449301,791,76,550,0.14,7.2
17.8,14.86821876,855,88,728,0.14,6.2
18.3,15.00846383,906,102,880,0.14,8.2
20,15.33180212,918,107,953,0.14,8.2
20.6,15.41760777,911,108,961,0.14,7.7
19.4,15.93075634,910,105,923,0.14,7.2
18.3,16.23715321,710,166,742,0.14,9.3
17.8,16.1522226,649,160,603,0.14,6.2
16.7,15.68004822,382,166,364,0.14,7.2
15,15.17312734,275,97,188,0.14,6.7
15,14.56495952,34,42,47,0.14,6.7
14.4,13.65148794,1,1,2,0.14,7.2
14.4,13.28204817,0,0,0,0.14,5.2
14.4,13.42239265,0,0,0,0.14,3.6
13.9,13.21513744,0,0,0,0.14,2.6
15,12.81187752,0,0,0,0.14,2.6
13.9,12.78532735,0,0,0,0.14,4.1
13.3,12.84206118,0,0,0,0.14,4.1
13.3,12.84177298,0,0,0,0.14,4.1
13.3,12.23914196,0,0,0,0.14,1.5
12.2,10.92358817,0,0,0,0.14,2.1
13.3,11.90417734,72,16,23,0.14,0
15.6,12.74149528,418,48,142,0.14,0
17.2,12.90697844,673,75,357,0.14,2.6
18.3,13.32838676,777,97,561,0.14,2.6
18.9,13.75301431,833,113,735,0.14,2.1
20.6,14.13863397,868,124,867,0.14,3.1
21.7,14.48166225,890,130,949,0.14,3.6
21.7,14.86888394,888,131,960,0.14,8.8
22.2,15.02581561,878,128,914,0.14,9.8
21.1,15.02581561,858,120,813,0.14,9.3
18.9,14.76126039,815,106,660,0.14,10.3
17.2,14.39706603,386,149,347,0.14,10.3
15.6,14.35107554,225,112,186,0.14,10.3
15,13.82685902,234,34,65,0.14,8.8
15,13.21465304,0,1,1,0.14,7.2
15,13.14413919,0,0,0,0.14,6.2
14.4,12.976685,0,0,0,0.14,6.7
14.4,12.84206118,0,0,0,0.14,4.6
13.9,13.06377294,0,0,0,0.14,5.2
13.3,12.976685,0,0,0,0.14,4.6
13.3,12.84206118,0,0,0,0.14,4.6
12.8,12.11535885,0,0,0,0.14,3.1
12.2,10.93000498,0,0,0,0.14,1.5
11.7,10.75426413,0,0,0,0.14,0
12.8,11.2570993,10,15,16,0.14,0
15,12.83778457,254,71,128,0.14,0
16.7,14.17743781,484,119,322,0.14,5.2
18.3,14.816596,615,160,526,0.14,6.2
19.4,15.17855546,657,184,674,0.14,5.2
19.4,15.41278653,645,216,767,0.14,6.7
20,16.18401679,722,217,880,0.14,5.2
20.6,17.21803688,739,221,910,0.14,5.7
20.6,17.9041131,745,215,881,0.14,12.4
20.6,17.76425487,724,201,785,0.14,5.2
19.4,17.07723509,661,177,624,0.14,7.7
18.9,16.67782253,467,142,382,0.14,7.2
17.8,16.3698383,350,99,212,0.14,4.1
16.1,16.11070696,64,45,53,0.14,2.6
15.6,15.56673096,0,1,1,0.14,2.6
15,14.72534928,0,0,0,0.14,6.2
14.4,13.90678566,0,0,0,0.14,4.1
13.3,13.59675594,0,0,0,0.14,2.1
14.4,13.34721007,0,0,0,0.14,5.7
13.3,13.19140163,0,0,0,0.14,5.2
13.3,12.73992671,0,0,0,0.14,6.2
13.3,13.19764597,0,0,0,0.14,4.6
13.3,12.90972156,0,0,0,0.14,4.6
13.9,11.83034459,0,0,0,0.14,6.2
12.8,11.79900107,1,14,14,0.14,3.6
14.4,13.3146948,53,82,94,0.14,3.6
16.7,15.17138631,338,136,277,0.14,0
18.3,16.32013797,496,206,499,0.14,3.1
20,17.02815981,584,249,682,0.14,3.6
20.6,17.05035044,633,280,819,0.14,3.6
21.7,16.45191099,664,291,900,0.14,5.2
25,18.43236089,674,293,921,0.14,6.7
23.9,18.87068284,655,285,869,0.14,10.3
23.3,18.94653694,571,258,717,0.14,9.8
22.8,18.42003778,510,230,574,0.14,10.3
22.2,16.54313912,380,183,377,0.14,10.3
21.1,15.31267136,247,119,199,0.14,8.2
18.9,15.11771434,20,40,43,0.14,7.7
17.2,14.89935364,0,0,0,0.14,6.2
16.1,16.14674538,0,0,0,0.14,6.2
15,16.32500446,0,0,0,0.14,5.2
14.4,15.39583059,0,0,0,0.14,5.2
13.9,14.61162729,0,0,0,0.14,4.1
13.9,14.66198879,0,0,0,0.14,3.1
13.3,14.27338713,0,0,0,0.14,2.1
13.9,13.94125693,0,0,0,0.14,0
13.3,13.38476861,0,0,0,0.14,1.5
13.9,12.66769099,0,0,0,0.14,0
14.4,11.69982555,46,19,23,0.14,0
17.8,14.02762223,350,60,137,0.14,0
20,15.21667064,404,133,300,0.14,1.5
21.1,16.41816432,563,158,491,0.14,2.6
21.7,15.99286862,404,246,546,0.14,2.1
23.3,15.03159482,605,251,766,0.14,4.1
26.7,16.66481064,453,316,731,0.14,5.2
26.1,18.84126631,388,288,648,0.14,7.2
28.3,18.79105413,270,328,569,0.14,8.2
28.9,18.71009782,736,173,765,0.14,10.3
23.9,17.88197514,727,117,606,0.14,11.3
21.1,16.99857966,678,104,448,0.14,10.8
20.6,16.47323443,597,52,243,0.14,7.2
20,16.66189479,264,34,66,0.14,7.2
16.7,17.39340232,7,2,3,0.14,5.7
15,16.01457712,0,0,0,0.14,4.6
13.9,15.90193709,0,0,0,0.14,4.6
12.8,16.93166968,0,0,0,0.14,4.6
12.8,16.00122466,0,0,0,0.14,3.1
12.2,16.78562282,0,0,0,0.14,3.1
11.7,14.85496621,0,0,0,0.14,2.1
11.7,14.02637288,0,0,0,0.14,2.6
12.2,13.49065025,0,0,0,0.14,3.1
12.8,13.44296449,0,0,0,0.14,3.1
12.2,14.40742088,13,14,15,0.14,2.6
14.4,15.86814173,220,64,111,0.14,0
16.1,16.71010028,483,108,307,0.14,0
16.1,16.40357854,670,133,528,0.14,0
18.9,16.95431178,717,152,681,0.14,4.1
20.6,17.83902274,794,177,851,0.14,3.1
20.6,17.38955367,818,185,933,0.14,5.2
21.7,17.93066715,802,187,930,0.14,3.6
23.3,18.1366035,799,182,892,0.14,3.1
23.9,18.37887758,780,170,794,0.14,5.2
21.7,18.16601994,721,150,632,0.14,6.2
21.7,17.89169266,624,121,436,0.14,6.7
19.4,17.46463752,455,83,227,0.14,7.2
17.8,16.55814064,134,39,55,0.14,3.6
16.1,15.7332701,0,1,1,0.14,5.2
15.6,15.21984733,0,0,0,0.14,2.1
15,14.88893794,0,0,0,0.14,3.1
14.4,13.93633112,0,0,0,0.14,6.7
14.4,13.42597266,0,0,0,0.14,4.6
13.9,13.06080159,0,0,0,0.14,4.1
12.8,12.32960392,0,0,0,0.14,2.1
13.3,11.99999677,0,0,0,0.14,3.1
13.3,11.66373094,0,0,0,0.14,2.6
12.2,11.46073322,0,0,0,0.14,1.5
13.3,11.79854683,66,18,26,0.14,3.1
14.4,12.89760348,439,41,135,0.14,3.6
15.6,13.88405433,447,101,284,0.14,4.6
18.3,14.37913163,818,76,557,0.14,3.6
18.3,15.0097742,878,90,737,0.14,4.6
20,15.74182491,909,98,868,0.14,3.6
21.7,16.44177196,925,103,947,0.14,4.6
22.8,16.53370781,932,104,966,0.14,6.2
23.3,16.07129018,921,101,917,0.14,2.6
23.9,16.08877361,896,94,809,0.14,4.1
23.3,16.10058981,862,84,659,0.14,4.1
22.2,15.78601393,791,68,465,0.14,4.6
20,15.42288565,656,49,254,0.14,7.2
17.2,14.8168798,339,27,67,0.14,6.2
16.1,14.08767351,6,1,3,0.14,4.1
16.1,13.57195942,0,0,0,0.14,4.1
15.6,12.81205604,0,0,0,0.14,3.1
15.6,12.44357216,0,0,0,0.14,2.1
15,12.79217478,0,0,0,0.14,0
15,12.65306943,0,0,0,0.14,0
14.4,12.44343068,0,0,0,0.14,0
13.9,12.44334517,0,0,0,0.14,0
13.3,12.16977507,0,0,0,0.14,1.5
13.3,11.99999465,0,0,0,0.14,2.1
13.9,12.2807528,13,17,18,0.14,2.1
15.6,13.0577124,278,64,123,0.14,2.1
17.2,13.88405433,518,107,318,0.14,6.2
18.9,14.37913163,643,143,520,0.14,3.6
20.6,14.81132958,731,169,707,0.14,2.6
20.6,15.41909763,768,186,836,0.14,5.2
21.7,15.87263774,787,196,913,0.14,4.1
21.7,16.26983722,797,197,934,0.14,6.2
22.8,16.43063944,787,192,888,0.14,5.2
22.2,16.15866311,750,179,776,0.14,5.7
20.6,15.99156861,699,157,622,0.14,6.2
18.9,16.11307757,598,126,424,0.14,7.2
17.2,15.73261907,419,86,215,0.14,6.7
16.1,15.21905003,103,38,49,0.14,5.2
15.6,14.88838171,0,1,1,0.14,5.2
15.6,14.54737296,0,0,0,0.14,5.2
15,13.79423915,0,0,0,0.14,4.6
15,13.42574369,0,0,0,0.14,4.6
15,13.42574369,0,0,0,0.14,4.6
15,13.16323891,0,0,0,0.14,5.2
15,13.26967596,0,0,0,0.14,4.1
15,13.42574369,0,0,0,0.14,5.2
15,13.42574369,0,0,0,0.14,3.6
15,13.42588741,0,0,0,0.14,4.1
14.4,13.42597266,1,9,9,0.14,3.6
15.6,13.66669829,16,64,67,0.14,3.1
16.7,14.40788313,5,135,138,0.14,2.6
18.3,14.37317256,225,218,349,0.14,2.1
19.4,14.72484086,656,191,672,0.14,2.6
20.6,15.3149685,768,186,834,0.14,6.2
21.1,16.16176671,791,196,914,0.14,5.7
21.1,16.53967377,789,198,925,0.14,5.2
21.1,16.53908215,777,192,877,0.14,5.2
21.1,16.31516527,750,179,774,0.14,9.3
20,16.0033262,697,157,618,0.14,10.3
18.9,15.61837611,594,125,420,0.14,7.7
17.8,15.22064437,414,85,212,0.14,7.7
16.7,14.88916587,97,37,47,0.14,6.7
16.1,14.54786564,0,1,1,0.14,5.2
15.6,14.4088524,0,0,0,0.14,4.6
15.6,14.63843178,0,0,0,0.14,4.6
15,14.54813725,0,0,0,0.14,5.2
14.4,14.63817893,0,0,0,0.14,3.1
14.4,14.76956448,0,0,0,0.14,3.1
13.9,14.76956448,0,0,0,0.14,2.1
13.3,14.76956448,0,0,0,0.14,3.6
13.9,14.54800092,0,0,0,0.14,2.6
13.3,13.79469029,0,0,0,0.14,4.1
13.9,13.66707354,2,9,9,0.14,4.1
15,13.80555812,19,55,59,0.14,7.2
15,14.01506798,47,123,142,0.14,6.2
15.6,14.37998557,74,194,238,0.14,5.7
15.6,15.1022945,266,254,448,0.14,6.2
16.7,15.73238276,72,377,438,0.14,6.7
18.3,16.46810435,610,286,839,0.14,7.7
18.3,17.06053077,824,130,887,0.14,8.8
18.3,17.20470683,745,139,794,0.14,9.8
18.3,16.96066496,815,110,754,0.14,9.3
17.8,16.61798069,822,84,626,0.14,7.7
17.2,16.12090417,620,111,416,0.14,7.7
15.6,15.39619279,341,82,186,0.14,7.7
14.4,14.88861156,19,35,37,0.14,6.2
14.4,14.76893279,0,0,0,0.14,7.2
14.4,14.76910664,0,0,0,0.14,5.2
14.4,14.76910664,0,0,0,0.14,7.2
13.9,14.76910664,0,0,0,0.14,3.6
13.9,14.76910664,0,0,0,0.14,4.1
13.9,14.54768872,0,0,0,0.14,5.2
13.9,14.40862902,0,0,0,0.14,4.6
13.9,14.63780812,0,0,0,0.14,4.1
13.3,14.54768872,0,0,0,0.14,4.1
13.3,14.40862902,0,0,0,0.14,2.6
13.3,14.40862902,0,8,8,0.14,2.6
13.3,14.03238311,1,77,77,0.14,4.1
13.9,14.40788313,9,122,125,0.14,4.1
13.9,14.76956448,6,126,129,0.14,5.2
14.4,15.20991893,6,207,211,0.14,4.1
15.6,15.7306615,7,307,312,0.14,4.6
16.7,15.89473281,100,388,478,0.14,7.2
16.7,16.07431053,229,415,625,0.14,6.2
17.8,16.0033262,286,372,623,0.14,7.7
18.3,15.8936058,632,226,724,0.14,8.2
17.2,15.8936058,327,232,446,0.14,7.7
15.6,15.61776269,100,138,187,0.14,7.7
15,15.03863548,31,110,120,0.14,6.2
14.4,14.71325621,18,36,38,0.14,5.2
13.9,14.73546119,0,0,0,0.14,5.2
14.4,14.76893279,0,0,0,0.14,5.2
13.9,14.76910664,0,0,0,0.14,5.2
13.9,14.76910664,0,0,0,0.14,5.2
13.9,14.76910664,0,0,0,0.14,4.6
13.9,14.76910664,0,0,0,0.14,4.1
13.9,14.76910664,0,0,0,0.14,3.6
13.9,14.76910664,0,0,0,0.14,4.6
13.3,14.76910664,0,0,0,0.14,2.1
13.3,14.76939421,0,0,0,0.14,3.6
13.3,14.76956448,0,10,10,0.14,5.2
13.9,14.76985722,2,35,36,0.14,4.6
14.4,14.77032041,8,87,91,0.14,3.6
15,14.77049196,4,189,192,0.14,5.2
16.7,14.96829353,1,307,308,0.14,5.2
16.7,15.31581953,8,341,348,0.14,4.6
18.3,15.73343489,289,326,587,0.14,5.7
17.8,15.89739236,250,467,695,0.14,6.2
19.4,15.89697035,286,294,544,0.14,8.2
17.8,15.89697035,438,242,586,0.14,8.8
17.2,15.62016569,412,209,477,0.14,9.8
16.1,15.15741037,222,154,262,0.14,10.3
16.1,14.69629114,303,96,186,0.14,6.7
15,14.28276134,6,30,30,0.14,7.7
15,13.93289228,0,0,0,0.14,6.2
15.6,13.80555812,0,0,0,0.14,6.2
15,13.57241121,0,0,0,0.14,6.2
15,13.66719427,0,0,0,0.14,4.6
15.6,13.80555812,0,0,0,0.14,5.2
15,13.80555812,0,0,0,0.14,5.2
15,13.80555812,0,0,0,0.14,4.6
15,13.57241121,0,0,0,0.14,2.6
15,13.06155096,0,0,0,0.14,4.6
15,12.84113595,0,0,0,0.14,4.1
15,12.84113595,1,11,11,0.14,4.6
15.6,12.84142506,0,42,42,0.14,4.1
15.6,13.32679543,3,103,104,0.14,3.1
16.1,13.59428892,3,190,191,0.14,3.1
15.6,13.82347546,1,300,301,0.14,3.1
16.7,13.95527451,4,299,303,0.14,2.1
18.3,13.95527451,4,364,368,0.14,5.2
19.4,14.22805257,271,369,616,0.14,5.2
20,14.38701029,640,218,776,0.14,6.2
20.6,14.38615058,750,145,732,0.14,8.2
20,14.75949433,735,96,573,0.14,6.2
19.4,14.69729708,693,89,423,0.14,5.2
18.3,14.08922686,509,62,210,0.14,7.2
16.7,13.80526669,176,30,48,0.14,6.7
16.1,13.5722746,0,0,0,0.14,5.2
15.6,13.06155096,0,0,0,0.14,5.7
15.6,12.84084402,0,0,0,0.14,5.2
15,12.84067263,0,0,0,0.14,4.6
15,12.84067263,0,0,0,0.14,4.6
14.4,12.5960493,0,0,0,0.14,2.6
13.9,12.69512889,0,0,0,0.14,4.1
13.3,12.59591367,0,0,0,0.14,2.1
13.3,12.69512889,0,0,0,0.14,1.5
13.3,12.84020607,0,0,0,0.14,2.6
13.3,12.84020607,14,14,16,0.14,2.6
15.6,12.84020607,298,57,115,0.14,0
18.3,12.84020607,555,95,313,0.14,2.6
19.4,13.32451964,686,127,521,0.14,3.1
20,13.59146268,759,151,700,0.14,2.1
21.7,14.66448329,801,167,835,0.14,6.2
21.7,14.96593184,825,174,915,0.14,5.2
22.2,15.09152444,827,176,928,0.14,5.2
23.3,15.27835078,688,224,822,0.14,6.2
22.2,15.09486215,648,195,700,0.14,6.7
22.2,14.9788489,561,196,559,0.14,9.3
21.1,14.33490297,545,136,396,0.14,10.8
20,13.72870857,439,75,201,0.14,9.3
18.3,13.13606526,96,31,41,0.14,7.2
17.2,13.06066213,0,0,0,0.14,5.7
17.2,13.18682149,0,0,0,0.14,6.7
16.7,12.97389099,0,0,0,0.14,5.7
16.1,13.06066213,0,0,0,0.14,4.1
16.1,12.97389099,0,0,0,0.14,3.6
15,12.83973692,0,0,0,0.14,1.5
15,12.83973692,0,0,0,0.14,0
14.4,12.83973692,0,0,0,0.14,1.5
15,12.46684682,0,0,0,0.14,0
14.4,12.01659403,0,0,0,0.14,2.6
14.4,11.87563043,17,11,13,0.14,4.1
15.6,11.87580402,80,75,91,0.14,5.7
17.2,12.10918279,310,105,226,0.14,7.2
17.8,12.24300698,521,151,448,0.14,7.2
18.3,12.24300698,328,277,514,0.14,6.7
18.3,12.61784227,107,323,412,0.14,5.2
18.3,12.84113595,284,363,617,0.14,7.7
18.3,12.46871798,196,390,567,0.14,7.7
19.4,12.50970885,645,255,814,0.14,9.8
20,12.40417949,781,135,742,0.14,9.3
18.9,12.61718122,766,91,583,0.14,9.8
17.2,12.84020607,119,158,215,0.14,6.7
16.1,12.46747297,116,79,112,0.14,6.2
15.6,12.61695211,8,22,23,0.14,7.2
15.6,12.46788144,0,0,0,0.14,7.2
15,12.37784863,0,0,0,0.14,6.2
15,12.57233251,0,0,0,0.14,5.7
15,12.76941314,0,0,0,0.14,1
15,12.84067263,0,0,0,0.14,3.6
14.4,12.84037876,0,0,0,0.14,1.5
14.4,12.8404954,0,0,0,0.14,2.1
13.9,12.84037876,0,0,0,0.14,1.5
14.4,12.84020607,0,0,0,0.14,2.1
14.4,12.8404954,0,0,0,0.14,2.1
13.3,12.84067263,6,12,13,0.14,2.1
15,13.06231727,212,46,87,0.14,3.1
16.7,13.44510216,445,109,282,0.14,2.6
18.3,13.59335001,765,84,519,0.14,3.1
19.4,14.46700287,796,95,668,0.14,3.1
20.6,14.98265393,904,104,855,0.14,8.2
20.6,15.31574656,914,110,926,0.14,8.8
20.6,15.44445822,927,110,949,0.14,8.2
20.6,15.44445822,916,107,899,0.14,8.2
20,15.79176942,889,100,788,0.14,6.7
18.3,15.65195381,844,88,628,0.14,8.8
18.3,15.36343942,766,70,432,0.14,7.7
17.2,15.09730142,607,49,219,0.14,6.7
16.1,14.46332412,230,25,50,0.14,6.2
15.6,14.13327753,0,0,0,0.14,6.2
14.4,13.93233417,0,0,0,0.14,6.2
14.4,13.80538382,0,0,0,0.14,5.7
14.4,13.80526669,0,0,0,0.14,5.7
14.4,13.20232611,0,0,0,0.14,5.2
14.4,13.20755822,0,0,0,0.14,7.2
13.9,13.06117698,0,0,0,0.14,5.2
13.9,12.84067263,0,0,0,0.14,5.2
13.9,12.84067263,0,0,0,0.14,5.2
13.3,12.78039145,0,0,0,0.14,4.1
13.9,12.80450369,9,8,9,0.14,3.6
14.4,12.84095986,70,76,89,0.14,3.6
15.6,13.65635922,439,107,276,0.14,4.1
16.1,14.37998557,574,139,464,0.14,5.7
16.1,14.16788143,640,180,638,0.14,7.2
16.1,14.22675277,592,229,719,0.14,6.2
16.1,14.38563687,720,195,837,0.14,8.2
19.4,14.63520049,625,249,813,0.14,7.7
20,14.53660699,683,231,820,0.14,8.2
19.4,14.38563687,652,192,695,0.14,8.8
18.3,14.11810197,716,133,588,0.14,8.2
17.2,13.73179955,532,135,384,0.14,9.8
16.1,13.13798587,399,82,192,0.14,9.3
15,12.84113595,46,32,37,0.14,7.2
14.4,12.84142506,0,0,0,0.14,8.2
14.4,12.46934079,0,0,0,0.14,6.2
13.9,12.24444292,0,0,0,0.14,5.7
13.3,12.24444292,0,0,0,0.14,4.1
13.3,12.24444292,0,0,0,0.14,4.6
12.8,12.24444292,0,0,0,0.14,3.6
12.2,12.24444292,0,0,0,0.14,1.5
12.2,12.24444292,0,0,0,0.14,2.6
12.2,12.24444292,0,0,0,0.14,2.6
11.7,12.24489459,0,0,0,0.14,0
12.8,12.24516192,4,10,10,0.14,2.1
13.9,12.24561236,2,19,20,0.14,1.5
14.4,12.24587896,3,115,116,0.14,0
16.1,12.24632818,562,153,470,0.14,2.6
17.2,12.51368758,829,113,706,0.14,4.1
18.9,12.9084548,869,124,841,0.14,4.6
19.4,13.33051047,893,130,924,0.14,5.7
20.6,13.78593703,895,131,936,0.14,7.2
20.6,13.66948007,880,128,883,0.14,9.3
20,14.05504114,682,174,698,0.14,10.3
19.4,13.83098349,331,198,407,0.14,7.2
17.2,13.21763531,492,121,349,0.14,6.2
15.6,13.14590829,177,105,154,0.14,7.7
15,12.60151473,63,30,37,0.14,8.2
14.4,12.24731513,0,0,0,0.14,7.2
13.9,12.02106464,0,0,0,0.14,6.2
13.9,11.87905628,0,0,0,0.14,6.2
13.3,11.87905628,0,0,0,0.14,5.2
13.3,11.87905628,0,0,0,0.14,4.6
12.8,11.87905628,0,0,0,0.14,3.6
12.2,11.87905628,0,0,0,0.14,3.6
12.2,11.62225929,0,0,0,0.14,6.2
12.8,11.46230759,0,0,0,0.14,6.2
12.2,11.46230759,0,0,0,0.14,5.2
12.2,11.46245374,1,11,11,0.14,2.6
13.3,11.46253947,4,47,48,0.14,0
14.4,11.72707119,7,97,100,0.14,0
16.7,11.87998179,667,139,514,0.14,3.1
17.8,11.87895538,675,172,654,0.14,2.6
18.9,11.87939413,604,247,744,0.14,5.7
20,12.11436513,737,198,850,0.14,6.2
21.1,12.24829717,583,256,779,0.14,6.7
22.2,12.51484526,586,264,765,0.14,8.8
21.1,12.66955379,545,262,679,0.14,9.3
20,12.90884197,385,209,452,0.14,10.3
17.2,13.14590829,232,174,280,0.14,8.2
15.6,12.60106519,186,84,134,0.14,8.2
15,12.24659408,2,14,14,0.14,7.2
15.6,12.38009179,0,0,0,0.14,5.2
15.6,12.09211587,0,0,0,0.14,5.2
15,11.87905628,0,0,0,0.14,7.2
15,11.87905628,0,0,0,0.14,4.1
15,11.87905628,0,0,0,0.14,4.6
14.4,11.87876629,0,0,0,0.14,6.2
13.9,11.87859483,0,0,0,0.14,5.2
13.9,11.62194683,0,0,0,0.14,6.7
12.8,11.46208948,0,0,0,0.14,5.2
13.3,11.46208948,0,0,0,0.14,5.2
13.3,11.46222712,0,11,11,0.14,6.7
14.4,11.46230759,69,62,74,0.14,6.7
16.1,11.46245374,284,132,240,0.14,4.6
17.8,11.72681824,401,213,437,0.14,4.1
18.3,11.879516,475,256,594,0.14,6.2
20.6,11.879516,577,273,747,0.14,8.2
19.4,12.48226613,554,310,799,0.14,10.3
20.6,12.47203569,599,296,832,0.14,8.2
21.7,13.09694724,584,286,785,0.14,9.3
21.7,13.59710863,554,267,689,0.14,7.2
20.6,13.59710863,487,226,531,0.14,4.6
18.3,13.3476896,343,173,329,0.14,5.2
17.2,12.97802945,175,98,144,0.14,7.7
15.6,12.24053104,5,22,22,0.14,7.7
15,11.87905628,0,0,0,0.14,6.2
14.4,12.23375912,0,0,0,0.14,6.7
13.9,12.44515119,0,0,0,0.14,5.7
13.9,12.44501211,0,0,0,0.14,4.1
13.9,12.444928,0,0,0,0.14,5.7
14.4,12.69774441,0,0,0,0.14,6.2
13.9,12.59811302,0,0,0,0.14,5.2
13.9,12.444928,0,0,0,0.14,4.6
13.9,12.444928,0,0,0,0.14,4.6
13.9,12.444928,0,0,0,0.14,5.7
13.9,12.444928,0,4,4,0.14,5.2
13.3,12.44506791,3,51,52,0.14,4.1
13.9,12.69811775,7,111,114,0.14,5.2
13.9,12.84391469,4,196,198,0.14,6.7
15,13.06625432,4,269,272,0.14,7.7
16.1,13.68643529,127,368,471,0.14,7.2
17.8,13.95997408,351,332,641,0.14,7.7
18.3,14.23323997,645,264,840,0.14,8.8
19.4,14.64271503,577,226,717,0.14,9.3
19.4,14.54385882,578,182,620,0.14,11.3
17.8,14.12358212,591,184,552,0.14,7.2
16.7,13.73590642,470,137,350,0.14,8.2
15.6,13.59710863,310,80,160,0.14,8.8
13.9,13.1405375,32,27,30,0.14,8.2
13.9,13.06542198,0,0,0,0.14,6.2
13.9,12.97835791,0,0,0,0.14,6.2
14.4,12.84345356,0,0,0,0.14,6.2
13.9,12.84345356,0,0,0,0.14,5.7
13.3,12.84345356,0,0,0,0.14,6.7
13.3,13.20944043,0,0,0,0.14,5.2
13.3,11.58499564,0,0,0,0.14,5.7
13.3,11.09360262,0,0,0,0.14,3.1
12.8,10.17995678,0,0,0,0.14,5.2
12.8,10.40230014,0,0,0,0.14,4.6
13.3,10.67537223,0,9,9,0.14,2.6
13.3,12.32201853,5,38,39,0.14,2.6
13.9,14.14840017,8,120,123,0.14,2.1
14.4,14.52599568,158,258,346,0.14,5.2
15,14.816596,207,318,464,0.14,7.2
16.7,15.65474191,614,221,722,0.14,8.2
17.2,16.54556463,769,158,834,0.14,8.2
18.3,17.00872869,777,170,861,0.14,9.3
18.3,16.75948879,849,137,856,0.14,11.3
18.3,16.57814835,813,127,740,0.14,11.3
18.3,16.57650977,760,111,580,0.14,10.8
17.2,16.65327821,666,87,385,0.14,12.4
16.7,16.26878316,468,58,177,0.14,10.3
15,15.39309347,99,25,36,0.14,9.3
14.4,14.98110656,0,0,0,0.14,9.8
14.4,14.69629114,0,0,0,0.14,11.3
14.4,14.52095279,0,0,0,0.14,11.8
13.9,13.94001593,0,0,0,0.14,10.3
13.9,13.59146268,0,0,0,0.14,9.8
13.3,13.13670548,0,0,0,0.14,8.8
13.3,13.65470741,0,0,0,0.14,7.2
12.8,13.09795197,0,0,0,0.14,6.2
12.8,12.4431227,0,0,0,0.14,6.2
12.2,13.0572576,0,0,0,0.14,7.2
12.2,13.06042463,0,5,5,0.14,6.2
13.3,13.65449437,55,54,64,0.14,8.2
14.4,14.87846781,207,129,206,0.14,7.7
15,15.83813819,341,236,424,0.14,7.2
16.1,16.61409574,573,235,638,0.14,7.7
17.2,16.58973498,634,257,773,0.14,7.2
18.3,16.99302718,645,271,836,0.14,10.3
18.9,18.46535878,665,273,862,0.14,9.3
19.4,18.37746976,662,263,822,0.14,10.3
18.9,17.49713396,615,241,703,0.14,11.8
17.8,17.29871378,538,205,536,0.14,11.3
17.2,17.29871378,407,153,334,0.14,10.3
15.6,16.6447535,196,90,139,0.14,10.3
13.9,16.09043297,7,26,27,0.14,9.8
13.3,15.68973577,0,0,0,0.14,6.7
12.8,15.44398762,0,0,0,0.14,5.7
13.3,14.28317182,0,0,0,0.14,4.6
12.8,14.51486853,0,0,0,0.14,2.6
12.8,15.07417054,0,0,0,0.14,2.6
12.8,14.72561291,0,0,0,0.14,3.1
13.3,14.27698536,0,0,0,0.14,3.1
12.8,13.70437277,0,0,0,0.14,4.1
12.2,13.42461609,0,0,0,0.14,2.1
11.1,13.05880098,0,0,0,0.14,1.5
11.1,13.20566814,14,7,8,0.14,1.5
12.8,14.14092448,213,60,97,0.14,1.5
15,15.00293808,370,107,244,0.14,1.5
16.7,15.51393719,549,142,444,0.14,3.1
17.8,16.14817423,813,120,689,0.14,5.2
18.9,16.82492589,859,132,829,0.14,5.2
20,16.81894844,881,138,908,0.14,5.2
21.1,17.4268096,884,139,921,0.14,8.2
21.1,17.13006038,872,135,868,0.14,9.8
20,17.05571515,841,125,754,0.14,9.3
20,16.82554163,782,109,586,0.14,8.2
17.8,16.14678512,681,85,385,0.14,9.8
16.1,15.61636405,475,56,174,0.14,9.3
14.4,15.21905003,88,23,32,0.14,8.8
13.9,14.48589976,0,0,0,0.14,10.3
13.3,13.93098825,0,0,0,0.14,5.2
12.8,13.80416117,0,0,0,0.14,6.2
12.8,13.57146707,0,0,0,0.14,6.2
12.8,13.42574369,0,0,0,0.14,6.7
12.2,13.42574369,0,0,0,0.14,6.2
12.2,13.66607144,0,0,0,0.14,4.1
12.2,14.01320591,0,0,0,0.14,3.1
12.2,14.13211277,0,0,0,0.14,5.2
12.2,14.13211277,0,0,0,0.14,5.2
12.2,14.37797232,2,8,8,0.14,4.1
13.3,14.28147997,142,55,79,0.14,5.2
15,14.37827705,248,142,233,0.14,5.7
16.7,14.81094755,328,193,373,0.14,6.2
17.8,15.19230987,417,284,575,0.14,7.2
18.3,15.53458591,458,284,654,0.14,8.2
16.7,15.98283417,159,202,341,0.14,9.3
16.1,16.40600761,177,390,546,0.14,7.2
15.6,16.74329014,1,206,206,0.14,11.3
14.4,16.66296173,5,281,285,0.14,8.2
15,15.98730983,7,132,137,0.14,2.1
16.1,15.42288565,8,155,159,0.14,4.6
15.6,14.8168798,32,54,62,0.14,5.2
15,14.28116268,2,18,18,0.14,6.2
